store_id,product_id,stock_on_hand,reorder_level,last_restocked_date
STR-0170,PROD-00207,370,74,2025-09-11
STR-0171,PROD-00202,405,31,2025-09-12
STR-0171,PROD-00203,239,88,2025-09-13
STR-0171,PROD-00204,283,87,2025-09-10
STR-0171,PROD-00205,165,33,2025-09-11
STR-0171,PROD-00206,395,88,2025-09-13
STR-0171,PROD-00207,149,29,2025-09-12
STR-0172,PROD-00202,367,43,2025-09-12
STR-0172,PROD-00203,328,36,2025-09-10
STR-0172,PROD-00204,205,57,2025-09-12
STR-0172,PROD-00205,293,92,2025-09-11
STR-0172,PROD-00206,159,71,2025-09-09
STR-0172,PROD-00207,137,42,2025-09-11
STR-0173,PROD-00202,125,30,2025-09-13
STR-0173,PROD-00203,185,83,2025-09-12
STR-0173,PROD-00204,171,89,2025-09-07
STR-0173,PROD-00205,458,93,2025-09-09
STR-0173,PROD-00206,272,27,2025-09-11
STR-0173,PROD-00207,212,16,2025-09-12
STR-0174,PROD-00208,260,62,2025-09-13
STR-0174,PROD-00209,122,98,2025-09-10
STR-0174,PROD-00210,302,38,2025-09-13
STR-0174,PROD-00211,373,70,2025-09-10
STR-0174,PROD-00212,76,31,2025-09-11
STR-0175,PROD-00208,237,34,2025-09-10
STR-0175,PROD-00209,365,11,2025-09-12
STR-0175,PROD-00210,266,72,2025-09-11
STR-0175,PROD-00211,137,24,2025-09-13
STR-0175,PROD-00212,96,82,2025-09-09
STR-0176,PROD-00213,100,82,2025-09-09
STR-0176,PROD-00214,306,90,2025-09-13
STR-0176,PROD-00215,199,88,2025-09-10
STR-0176,PROD-00216,499,32,2025-09-13
STR-0176,PROD-00217,335,43,2025-09-10
STR-0177,PROD-00213,114,63,2025-09-12
STR-0177,PROD-00214,99,54,2025-09-09
STR-0177,PROD-00215,162,12,2025-09-09
STR-0177,PROD-00216,433,66,2025-09-11
STR-0177,PROD-00217,266,78,2025-09-10
STR-0178,PROD-00213,141,80,2025-09-11
STR-0178,PROD-00214,281,34,2025-09-12
STR-0178,PROD-00215,172,70,2025-09-11
STR-0178,PROD-00216,295,47,2025-09-11
STR-0178,PROD-00217,358,20,2025-09-13
STR-0179,PROD-00213,417,83,2021-01-01
STR-0179,PROD-00214,367,73,2021-01-01
STR-0179,PROD-00215,345,69,2021-01-01
STR-0179,PROD-00216,425,85,2021-01-01
STR-0179,PROD-00217,52,10,2021-01-01
STR-0180,PROD-00213,234,53,2025-09-11
STR-0180,PROD-00214,360,36,2025-09-12
STR-0180,PROD-00215,68,24,2025-09-08
STR-0180,PROD-00216,59,41,2025-09-09
STR-0180,PROD-00217,166,56,2025-09-10
STR-0181,PROD-00213,131,53,2025-09-10
STR-0181,PROD-00214,240,85,2025-09-12
STR-0181,PROD-00215,152,98,2025-09-10
STR-0181,PROD-00216,347,76,2025-09-10
STR-0181,PROD-00217,369,96,2025-09-12
STR-0182,PROD-00218,118,71,2025-09-11
STR-0182,PROD-00219,454,93,2025-09-13
STR-0182,PROD-00220,21,21,2025-09-10
STR-0182,PROD-00221,87,74,2025-09-12
STR-0183,PROD-00218,386,93,2025-09-13
STR-0183,PROD-00219,212,16,2025-09-11
STR-0183,PROD-00220,266,24,2025-09-11
STR-0183,PROD-00221,257,85,2025-09-12
STR-0184,PROD-00218,373,75,2025-09-11
STR-0184,PROD-00219,164,90,2025-09-13
STR-0184,PROD-00220,202,56,2025-09-13
STR-0184,PROD-00221,163,54,2025-09-11
STR-0185,PROD-00218,193,21,2025-09-10
STR-0185,PROD-00219,128,50,2025-09-11
STR-0185,PROD-00220,74,67,2025-09-10
STR-0185,PROD-00221,113,80,2025-09-10
STR-0186,PROD-00218,62,16,2025-09-11
STR-0186,PROD-00219,379,89,2025-09-11
STR-0186,PROD-00220,71,25,2025-09-09
STR-0186,PROD-00221,169,49,2025-09-12
STR-0187,PROD-00218,350,55,2025-09-10
STR-0187,PROD-00219,86,69,2025-09-07
STR-0187,PROD-00220,400,93,2025-09-12
STR-0187,PROD-00221,381,40,2025-09-12
STR-0188,PROD-00218,189,91,2025-09-12
STR-0188,PROD-00219,237,92,2025-09-13
STR-0188,PROD-00220,121,42,2025-09-11
STR-0188,PROD-00221,322,90,2025-09-13
STR-0189,PROD-00218,210,61,2025-09-11
STR-0189,PROD-00219,230,71,2025-09-13
STR-0189,PROD-00220,403,15,2025-09-11
STR-0189,PROD-00221,434,14,2025-09-13
STR-0190,PROD-00218,120,16,2025-09-10
STR-0190,PROD-00219,120,94,2025-09-09
STR-0190,PROD-00220,197,59,2025-09-13
STR-0190,PROD-00221,252,92,2025-09-12
STR-0191,PROD-00222,354,97,2025-09-13
STR-0191,PROD-00223,159,62,2025-09-11
STR-0191,PROD-00224,272,31,2025-09-12
STR-0191,PROD-00225,126,24,2025-09-11
STR-0192,PROD-00222,121,94,2025-09-10
STR-0192,PROD-00223,258,70,2025-09-10
STR-0192,PROD-00224,161,91,2025-09-12
STR-0192,PROD-00225,215,60,2025-09-12
STR-0193,PROD-00222,206,97,2025-09-11
STR-0193,PROD-00223,218,53,2025-09-13
STR-0193,PROD-00224,184,91,2025-09-12
STR-0193,PROD-00225,174,67,2025-09-11
STR-0194,PROD-00222,103,21,2025-09-09
STR-0194,PROD-00223,227,40,2025-09-12
STR-0194,PROD-00224,158,47,2025-09-11
STR-0194,PROD-00225,254,99,2025-09-10
STR-0195,PROD-00226,389,51,2025-09-11
STR-0195,PROD-00227,130,50,2025-09-09
STR-0195,PROD-00228,240,45,2025-09-11
STR-0195,PROD-00229,386,49,2025-09-13
STR-0196,PROD-00230,118,95,2025-09-12
STR-0196,PROD-00231,381,43,2025-09-13
STR-0196,PROD-00232,248,22,2025-09-11
STR-0196,PROD-00233,173,91,2025-09-13
STR-0197,PROD-00234,438,35,2025-09-11
STR-0197,PROD-00235,90,17,2025-09-11
STR-0197,PROD-00236,377,67,2025-09-12
STR-0197,PROD-00237,243,77,2025-09-10
STR-0198,PROD-00234,470,68,2025-09-13
STR-0198,PROD-00235,115,59,2025-09-10
STR-0198,PROD-00236,167,48,2025-09-09
STR-0198,PROD-00237,171,90,2025-09-08
STR-0199,PROD-00234,199,30,2025-09-12
STR-0199,PROD-00235,318,34,2025-09-11
STR-0199,PROD-00236,350,20,2025-09-12
STR-0199,PROD-00237,275,87,2025-09-12
STR-0200,PROD-00234,140,74,2025-09-10
STR-0200,PROD-00235,480,17,2025-09-13
STR-0200,PROD-00236,266,61,2025-09-12
STR-0200,PROD-00237,272,36,2025-09-12
STR-0201,PROD-00234,58,11,2021-01-01
STR-0201,PROD-00235,464,92,2021-01-01
STR-0201,PROD-00236,460,92,2021-01-01
STR-0201,PROD-00237,256,51,2021-01-01
STR-0202,PROD-00238,143,38,2025-09-13
STR-0202,PROD-00239,376,61,2025-09-12
STR-0202,PROD-00240,507,90,2025-09-13
STR-0202,PROD-00241,94,26,2025-09-10
STR-0202,PROD-00242,137,38,2025-09-10
STR-0202,PROD-00243,427,21,2025-09-12
STR-0203,PROD-00244,364,45,2025-09-13
STR-0203,PROD-00245,166,68,2025-09-13
STR-0203,PROD-00246,130,61,2025-09-13
STR-0203,PROD-00247,74,28,2025-09-09
STR-0203,PROD-00248,69,13,2025-09-10
STR-0203,PROD-00249,81,27,2025-09-08
STR-0203,PROD-00250,133,65,2025-09-13
STR-0204,PROD-00244,181,44,2025-09-11
STR-0204,PROD-00245,176,38,2025-09-12
STR-0204,PROD-00246,97,70,2025-09-11
STR-0204,PROD-00247,228,69,2025-09-13
STR-0204,PROD-00248,166,31,2025-09-10
STR-0204,PROD-00249,187,58,2025-09-12
STR-0204,PROD-00250,193,83,2025-09-13
STR-0205,PROD-00244,390,38,2025-09-10
STR-0205,PROD-00245,154,94,2025-09-12
STR-0205,PROD-00246,30,10,2025-09-09
STR-0205,PROD-00247,78,78,2025-09-10
STR-0205,PROD-00248,455,29,2025-09-13
STR-0205,PROD-00249,326,72,2025-09-09
STR-0205,PROD-00250,478,94,2025-09-11
STR-0206,PROD-00244,216,91,2025-09-13
STR-0206,PROD-00245,246,91,2025-09-11
STR-0206,PROD-00246,274,41,2025-09-11
STR-0206,PROD-00247,164,80,2025-09-13
STR-0206,PROD-00248,344,88,2025-09-11
STR-0206,PROD-00249,297,55,2025-09-13
STR-0206,PROD-00250,246,20,2025-09-10
STR-0207,PROD-00244,37,19,2025-09-09
STR-0207,PROD-00245,139,26,2025-09-08
STR-0207,PROD-00246,97,84,2025-09-10
STR-0207,PROD-00247,94,18,2025-09-09
STR-0207,PROD-00248,197,58,2025-09-12
STR-0207,PROD-00249,221,67,2025-09-12
STR-0207,PROD-00250,441,80,2025-09-13
STR-0208,PROD-00244,175,64,2025-09-12
STR-0208,PROD-00245,200,25,2025-09-11
STR-0208,PROD-00246,201,29,2025-09-12
STR-0208,PROD-00247,225,93,2025-09-11
STR-0208,PROD-00248,334,14,2025-09-13
STR-0208,PROD-00249,178,69,2025-09-13
STR-0208,PROD-00250,376,10,2025-09-12
STR-0209,PROD-00244,118,55,2025-09-09
STR-0209,PROD-00245,243,28,2025-09-11
STR-0209,PROD-00246,132,48,2025-09-10
STR-0209,PROD-00247,277,90,2025-09-09
STR-0209,PROD-00248,289,65,2025-09-12
STR-0209,PROD-00249,257,93,2025-09-13
STR-0209,PROD-00250,35,21,2025-09-02
STR-0210,PROD-00244,267,64,2025-09-11
STR-0210,PROD-00245,399,83,2025-09-08
STR-0210,PROD-00246,253,63,2025-09-11
STR-0210,PROD-00247,187,34,2025-09-10
STR-0210,PROD-00248,269,81,2025-09-09
STR-0210,PROD-00249,289,72,2025-09-09
STR-0210,PROD-00250,422,34,2025-09-11
STR-0211,PROD-00244,133,24,2025-09-09
STR-0211,PROD-00245,141,89,2025-09-09
STR-0211,PROD-00246,204,75,2025-09-11
STR-0211,PROD-00247,202,36,2025-09-13
STR-0211,PROD-00248,536,54,2025-09-13
STR-0211,PROD-00249,134,39,2025-09-11
STR-0211,PROD-00250,142,81,2025-09-06
STR-0212,PROD-00244,222,37,2025-09-13
STR-0212,PROD-00245,68,68,2025-09-10
STR-0212,PROD-00246,271,40,2025-09-12
STR-0212,PROD-00247,362,73,2025-09-11
STR-0212,PROD-00248,313,91,2025-09-09
STR-0212,PROD-00249,171,47,2025-09-11
STR-0212,PROD-00250,125,25,2025-09-07
STR-0213,PROD-00251,264,50,2025-09-11
STR-0213,PROD-00252,99,12,2025-09-12
STR-0213,PROD-00253,41,13,2025-09-11
STR-0213,PROD-00254,92,69,2025-09-10
STR-0213,PROD-00255,120,40,2025-09-11
STR-0214,PROD-00251,213,32,2025-09-13
STR-0214,PROD-00252,258,43,2025-09-10
STR-0214,PROD-00253,139,63,2025-09-09
STR-0214,PROD-00254,200,78,2025-09-09
STR-0214,PROD-00255,12,11,2025-09-09
STR-0215,PROD-00256,440,23,2025-09-12
STR-0215,PROD-00257,75,52,2025-09-07
STR-0215,PROD-00258,332,95,2025-09-11
STR-0215,PROD-00259,210,26,2025-09-10
STR-0215,PROD-00260,108,80,2025-09-10
STR-0215,PROD-00261,404,26,2025-09-13
STR-0216,PROD-00256,47,36,2025-09-08
STR-0216,PROD-00257,101,28,2025-09-11
STR-0216,PROD-00258,273,49,2025-09-11
STR-0216,PROD-00259,132,12,2025-09-10
STR-0216,PROD-00260,368,93,2025-09-12
STR-0216,PROD-00261,369,65,2025-09-13
STR-0217,PROD-00262,457,71,2025-09-13
STR-0217,PROD-00263,235,39,2025-09-13
STR-0217,PROD-00264,467,87,2025-09-13
STR-0217,PROD-00265,352,49,2025-09-11
STR-0218,PROD-00262,176,55,2025-09-13
STR-0218,PROD-00263,373,54,2025-09-13
STR-0218,PROD-00264,186,39,2025-09-11
STR-0218,PROD-00265,334,76,2025-09-11
STR-0219,PROD-00262,143,10,2025-09-11
STR-0219,PROD-00263,37,24,2025-09-09
STR-0219,PROD-00264,216,76,2025-09-10
STR-0219,PROD-00265,339,73,2025-09-11
STR-0220,PROD-00262,128,19,2025-09-09
STR-0220,PROD-00263,90,28,2025-09-10
STR-0220,PROD-00264,284,81,2025-09-11
STR-0220,PROD-00265,263,51,2025-09-10
STR-0221,PROD-00266,435,81,2025-09-11
STR-0221,PROD-00267,321,49,2025-09-13
STR-0221,PROD-00268,234,37,2025-09-11
STR-0221,PROD-00269,139,59,2025-09-12
STR-0222,PROD-00266,139,99,2025-09-11
STR-0222,PROD-00267,152,99,2025-09-10
STR-0222,PROD-00268,61,33,2025-09-09
STR-0222,PROD-00269,393,10,2025-09-11
STR-0223,PROD-00266,151,90,2025-09-11
STR-0223,PROD-00267,101,18,2025-09-12
STR-0223,PROD-00268,156,56,2025-09-11
STR-0223,PROD-00269,282,84,2025-09-10
STR-0224,PROD-00270,489,52,2025-09-13
STR-0224,PROD-00271,88,47,2025-09-10
STR-0224,PROD-00272,235,67,2025-09-10
STR-0224,PROD-00273,396,85,2025-09-13
STR-0225,PROD-00270,187,21,2025-09-12
STR-0225,PROD-00271,292,65,2025-09-11
STR-0225,PROD-00272,199,71,2025-09-11
STR-0225,PROD-00273,530,87,2025-09-13
STR-0226,PROD-00274,453,12,2025-09-12
STR-0226,PROD-00275,23,16,2025-09-08
STR-0226,PROD-00276,373,26,2025-09-11
STR-0226,PROD-00277,185,46,2025-09-10
STR-0227,PROD-00274,492,40,2025-09-13
STR-0227,PROD-00275,372,88,2025-09-11
STR-0227,PROD-00276,333,83,2025-09-11
STR-0227,PROD-00277,249,72,2025-09-11
STR-0228,PROD-00274,135,54,2025-09-10
STR-0228,PROD-00275,106,72,2025-09-10
STR-0228,PROD-00276,155,90,2025-09-12
STR-0228,PROD-00277,231,99,2025-09-11
STR-0229,PROD-00274,131,28,2025-09-09
STR-0229,PROD-00275,309,57,2025-09-13
STR-0229,PROD-00276,267,85,2025-09-13
STR-0229,PROD-00277,192,59,2025-09-09
STR-0230,PROD-00274,446,89,2021-01-01
STR-0230,PROD-00275,125,25,2021-01-01
STR-0230,PROD-00276,312,62,2021-01-01
STR-0230,PROD-00277,316,63,2021-01-01
STR-0231,PROD-00274,81,16,2021-01-01
STR-0231,PROD-00275,235,47,2021-01-01
STR-0231,PROD-00276,254,50,2021-01-01
STR-0231,PROD-00277,300,60,2021-01-01
STR-0232,PROD-00274,47,41,2025-09-10
STR-0232,PROD-00275,124,61,2025-09-09
STR-0232,PROD-00276,308,61,2025-09-08
STR-0232,PROD-00277,161,15,2025-09-12
STR-0233,PROD-00278,135,99,2025-09-10
STR-0233,PROD-00279,371,69,2025-09-11
STR-0233,PROD-00280,338,43,2025-09-11
STR-0233,PROD-00281,76,61,2025-09-09
STR-0233,PROD-00282,281,47,2025-09-11
STR-0233,PROD-00283,282,45,2025-09-12
STR-0234,PROD-00278,275,14,2025-09-10
STR-0234,PROD-00279,493,39,2025-09-13
STR-0234,PROD-00280,218,68,2025-09-07
STR-0234,PROD-00281,237,42,2025-09-10
STR-0234,PROD-00282,126,93,2025-09-07
STR-0234,PROD-00283,119,88,2025-09-09
STR-0235,PROD-00278,128,30,2025-09-10
STR-0235,PROD-00279,116,35,2025-09-11
STR-0235,PROD-00280,118,43,2025-09-11
STR-0235,PROD-00281,349,67,2025-09-13
STR-0235,PROD-00282,110,38,2025-09-09
STR-0235,PROD-00283,124,45,2025-09-09
STR-0236,PROD-00284,370,34,2025-09-11
STR-0236,PROD-00285,381,97,2025-09-13
STR-0236,PROD-00286,69,63,2025-09-11
STR-0236,PROD-00287,408,44,2025-09-12
STR-0237,PROD-00284,346,94,2025-09-11
STR-0237,PROD-00285,109,49,2025-09-08
STR-0237,PROD-00286,225,99,2025-09-11
STR-0237,PROD-00287,324,61,2025-09-11
STR-0238,PROD-00284,198,24,2025-09-13
STR-0238,PROD-00285,352,44,2025-09-13
STR-0238,PROD-00286,238,33,2025-09-10
STR-0238,PROD-00287,430,70,2025-09-13
STR-0239,PROD-00284,158,26,2025-09-09
STR-0239,PROD-00285,71,39,2025-09-09
STR-0239,PROD-00286,177,80,2025-09-09
STR-0239,PROD-00287,155,50,2025-09-13
STR-0240,PROD-00284,101,52,2025-09-11
STR-0240,PROD-00285,105,10,2025-09-10
STR-0240,PROD-00286,174,58,2025-09-08
STR-0240,PROD-00287,202,35,2025-09-10
STR-0241,PROD-00284,313,62,2021-01-01
STR-0241,PROD-00285,325,65,2021-01-01
STR-0241,PROD-00286,414,82,2021-01-01
STR-0241,PROD-00287,225,45,2021-01-01
STR-0242,PROD-00284,296,78,2025-09-11
STR-0242,PROD-00285,306,32,2025-09-13
STR-0242,PROD-00286,352,76,2025-09-12
STR-0242,PROD-00287,147,39,2025-09-08
STR-0243,PROD-00288,40,36,2025-09-12
STR-0243,PROD-00289,76,11,2025-09-07
STR-0243,PROD-00290,102,34,2025-09-10
STR-0243,PROD-00291,283,96,2025-09-10
STR-0243,PROD-00292,189,30,2025-09-12
STR-0243,PROD-00293,167,40,2025-09-11
STR-0244,PROD-00288,289,62,2025-09-11
STR-0244,PROD-00289,385,18,2025-09-13
STR-0244,PROD-00290,185,64,2025-09-12
STR-0244,PROD-00291,444,81,2025-09-13
STR-0244,PROD-00292,400,72,2025-09-12
STR-0244,PROD-00293,317,74,2025-09-10
STR-0245,PROD-00288,83,83,2025-09-08
STR-0245,PROD-00289,456,65,2025-09-12
STR-0245,PROD-00290,247,54,2025-09-09
STR-0245,PROD-00291,116,81,2025-09-12
STR-0245,PROD-00292,222,38,2025-09-11
STR-0245,PROD-00293,258,62,2025-09-11
STR-0246,PROD-00288,99,72,2025-09-11
STR-0246,PROD-00289,96,17,2025-09-08
STR-0246,PROD-00290,279,44,2025-09-13
STR-0246,PROD-00291,318,88,2025-09-11
STR-0246,PROD-00292,221,95,2025-09-12
STR-0246,PROD-00293,366,85,2025-09-12
STR-0247,PROD-00288,360,56,2025-09-11
STR-0247,PROD-00289,27,20,2025-09-09
STR-0247,PROD-00290,118,99,2025-09-10
STR-0247,PROD-00291,93,30,2025-09-08
STR-0247,PROD-00292,194,91,2025-09-13
STR-0247,PROD-00293,243,19,2025-09-11
STR-0248,PROD-00288,324,91,2025-09-12
STR-0248,PROD-00289,205,19,2025-09-07
STR-0248,PROD-00290,428,34,2025-09-13
STR-0248,PROD-00291,394,46,2025-09-12
STR-0248,PROD-00292,84,66,2025-09-11
STR-0248,PROD-00293,313,65,2025-09-12
STR-0249,PROD-00288,430,86,2021-01-01
STR-0249,PROD-00289,479,95,2021-01-01
STR-0249,PROD-00290,313,62,2021-01-01
STR-0249,PROD-00291,244,48,2021-01-01
STR-0249,PROD-00292,358,71,2021-01-01
STR-0249,PROD-00293,465,93,2021-01-01
STR-0250,PROD-00288,346,55,2025-09-13
STR-0250,PROD-00289,147,84,2025-09-11
STR-0250,PROD-00290,150,50,2025-09-08
STR-0250,PROD-00291,127,69,2025-09-10
STR-0250,PROD-00292,130,84,2025-09-11
STR-0250,PROD-00293,28,18,2025-09-10
STR-0251,PROD-00288,510,73,2025-09-13
STR-0251,PROD-00289,62,61,2025-09-09
STR-0251,PROD-00290,165,75,2025-09-11
STR-0251,PROD-00291,92,66,2025-09-12
STR-0251,PROD-00292,153,71,2025-09-09
STR-0251,PROD-00293,270,97,2025-09-12
STR-0252,PROD-00294,387,95,2023-12-30
STR-0252,PROD-00295,212,75,2023-12-30
STR-0252,PROD-00296,415,73,2023-12-29
STR-0252,PROD-00297,269,10,2023-12-31
STR-0252,PROD-00298,172,18,2023-12-31
STR-0253,PROD-00294,129,25,2025-09-09
STR-0253,PROD-00295,337,30,2025-09-13
STR-0253,PROD-00296,331,10,2025-09-11
STR-0253,PROD-00297,200,59,2025-09-09
STR-0253,PROD-00298,327,37,2025-09-10
STR-0254,PROD-00294,279,77,2025-08-24
STR-0254,PROD-00295,195,37,2025-08-25
STR-0254,PROD-00296,146,65,2025-08-26
STR-0254,PROD-00297,561,97,2025-08-31
STR-0254,PROD-00298,332,61,2025-08-28
STR-0255,PROD-00294,152,55,2025-09-11
STR-0255,PROD-00295,248,87,2025-09-09
STR-0255,PROD-00296,260,50,2025-09-10
STR-0255,PROD-00297,268,59,2025-09-13
STR-0255,PROD-00298,125,16,2025-09-11
STR-0256,PROD-00294,73,73,2025-09-08
STR-0256,PROD-00295,151,82,2025-09-12
STR-0256,PROD-00296,348,90,2025-09-11
STR-0256,PROD-00297,457,62,2025-09-12
STR-0256,PROD-00298,196,93,2025-09-11
STR-0257,PROD-00294,96,33,2025-09-10
STR-0257,PROD-00295,399,89,2025-09-13
STR-0257,PROD-00296,423,66,2025-09-13
STR-0257,PROD-00297,354,33,2025-09-12
STR-0257,PROD-00298,233,47,2025-09-13
STR-0258,PROD-00299,132,35,2025-09-08
STR-0258,PROD-00300,123,42,2025-09-13
STR-0258,PROD-00301,298,86,2025-09-10
STR-0258,PROD-00302,132,16,2025-09-11
STR-0259,PROD-00299,108,75,2025-09-13
STR-0259,PROD-00300,79,56,2025-09-10
STR-0259,PROD-00301,315,56,2025-09-11
STR-0259,PROD-00302,248,24,2025-09-11
STR-0260,PROD-00299,80,14,2025-09-11
STR-0260,PROD-00300,103,68,2025-09-12
STR-0260,PROD-00301,306,54,2025-09-11
STR-0260,PROD-00302,146,44,2025-09-10
STR-0261,PROD-00299,253,24,2025-09-12
STR-0261,PROD-00300,214,57,2025-09-11
STR-0261,PROD-00301,249,57,2025-09-13
STR-0261,PROD-00302,168,33,2025-09-10
STR-0262,PROD-00299,211,98,2025-08-30
STR-0262,PROD-00300,72,59,2025-08-23
STR-0262,PROD-00301,133,62,2025-08-29
STR-0262,PROD-00302,236,20,2025-08-31
STR-0263,PROD-00299,128,73,2025-09-11
STR-0263,PROD-00300,105,62,2025-09-11
STR-0263,PROD-00301,366,60,2025-09-11
STR-0263,PROD-00302,457,71,2025-09-13
STR-0264,PROD-00299,323,42,2025-09-11
STR-0264,PROD-00300,77,18,2025-09-09
STR-0264,PROD-00301,312,62,2025-09-12
STR-0264,PROD-00302,198,70,2025-09-10
STR-0265,PROD-00299,165,72,2025-09-13
STR-0265,PROD-00300,234,76,2025-09-09
STR-0265,PROD-00301,406,90,2025-09-12
STR-0265,PROD-00302,128,28,2025-09-11
STR-0266,PROD-00299,230,84,2025-09-11
STR-0266,PROD-00300,353,90,2025-09-12
STR-0266,PROD-00301,303,58,2025-09-10
STR-0266,PROD-00302,167,96,2025-09-11
STR-0267,PROD-00299,301,94,2025-09-13
STR-0267,PROD-00300,187,39,2025-09-10
STR-0267,PROD-00301,89,62,2025-09-11
STR-0267,PROD-00302,158,89,2025-09-09
STR-0268,PROD-00303,305,33,2025-09-13
STR-0268,PROD-00304,120,97,2025-09-10
STR-0268,PROD-00305,175,16,2025-09-13
STR-0269,PROD-00303,279,94,2025-09-13
STR-0269,PROD-00304,271,14,2025-09-13
STR-0269,PROD-00305,161,58,2025-09-12
STR-0270,PROD-00303,402,80,2025-09-12
STR-0270,PROD-00304,82,81,2025-09-09
STR-0270,PROD-00305,76,10,2025-09-08
STR-0271,PROD-00303,200,48,2025-09-12
STR-0271,PROD-00304,257,10,2025-09-10
STR-0271,PROD-00305,161,87,2025-09-11
STR-0272,PROD-00303,376,75,2021-01-01
STR-0272,PROD-00304,144,28,2021-01-01
STR-0272,PROD-00305,495,99,2021-01-01
STR-0273,PROD-00303,249,32,2025-09-11
STR-0273,PROD-00304,122,66,2025-09-11
STR-0273,PROD-00305,255,63,2025-09-13
STR-0274,PROD-00303,304,94,2025-09-13
STR-0274,PROD-00304,443,76,2025-09-13
STR-0274,PROD-00305,230,90,2025-09-11
STR-0275,PROD-00303,103,23,2023-12-29
STR-0275,PROD-00304,204,97,2023-12-29
STR-0275,PROD-00305,219,37,2023-12-31
STR-0276,PROD-00303,112,49,2025-09-09
STR-0276,PROD-00304,252,39,2025-09-09
STR-0276,PROD-00305,147,62,2025-09-11
STR-0277,PROD-00306,179,53,2025-09-11
STR-0277,PROD-00307,39,39,2025-09-09
STR-0277,PROD-00308,262,87,2025-09-11
STR-0277,PROD-00309,139,95,2025-09-11
STR-0277,PROD-00310,263,32,2025-09-10
STR-0277,PROD-00311,212,50,2025-09-12
STR-0278,PROD-00306,216,28,2025-09-13
STR-0278,PROD-00307,199,79,2025-09-11
STR-0278,PROD-00308,124,84,2025-09-12
STR-0278,PROD-00309,63,60,2025-09-10
STR-0278,PROD-00310,210,40,2025-09-09
STR-0278,PROD-00311,386,63,2025-09-13
STR-0279,PROD-00306,104,77,2025-09-12
STR-0279,PROD-00307,86,51,2025-09-10
STR-0279,PROD-00308,125,63,2025-09-11
STR-0279,PROD-00309,338,99,2025-09-12
STR-0279,PROD-00310,115,20,2025-09-11
STR-0279,PROD-00311,361,56,2025-09-12
STR-0280,PROD-00306,148,95,2022-12-29
STR-0280,PROD-00307,206,85,2022-12-31
STR-0280,PROD-00308,205,21,2022-12-29
STR-0280,PROD-00309,226,26,2022-12-31
STR-0280,PROD-00310,157,35,2022-12-28
STR-0280,PROD-00311,118,17,2022-12-29
STR-0281,PROD-00312,140,69,2025-09-08
STR-0281,PROD-00313,32,15,2025-09-12
STR-0281,PROD-00314,200,21,2025-09-11
STR-0282,PROD-00312,261,52,2021-01-01
STR-0282,PROD-00313,294,58,2021-01-01
STR-0282,PROD-00314,117,23,2021-01-01
STR-0283,PROD-00312,165,94,2025-09-10
STR-0283,PROD-00313,131,38,2025-09-12
STR-0283,PROD-00314,277,68,2025-09-10
STR-0284,PROD-00312,317,98,2025-09-13
STR-0284,PROD-00313,206,34,2025-09-13
STR-0284,PROD-00314,100,69,2025-09-09
STR-0285,PROD-00312,216,15,2025-09-11
STR-0285,PROD-00313,301,91,2025-09-11
STR-0285,PROD-00314,236,22,2025-09-11
STR-0286,PROD-00312,295,64,2025-09-13
STR-0286,PROD-00313,250,73,2025-09-10
STR-0286,PROD-00314,165,97,2025-09-11
STR-0287,PROD-00312,79,47,2025-09-08
STR-0287,PROD-00313,209,98,2025-09-10
STR-0287,PROD-00314,164,64,2025-09-10
STR-0288,PROD-00312,145,53,2025-09-09
STR-0288,PROD-00313,175,94,2025-09-13
STR-0288,PROD-00314,81,78,2025-09-10
STR-0289,PROD-00315,167,91,2025-09-09
STR-0289,PROD-00316,133,22,2025-09-13
STR-0289,PROD-00317,167,12,2025-09-11
STR-0290,PROD-00315,371,67,2025-09-12
STR-0290,PROD-00316,299,68,2025-09-12
STR-0290,PROD-00317,152,28,2025-09-09
STR-0291,PROD-00315,100,93,2025-09-12
STR-0291,PROD-00316,409,62,2025-09-12
STR-0291,PROD-00317,343,93,2025-09-12
STR-0292,PROD-00315,272,44,2025-09-11
STR-0292,PROD-00316,267,60,2025-09-10
STR-0292,PROD-00317,358,14,2025-09-12
STR-0293,PROD-00315,287,56,2025-09-09
STR-0293,PROD-00316,309,28,2025-09-11
STR-0293,PROD-00317,386,63,2025-09-13
STR-0294,PROD-00315,357,16,2025-09-11
STR-0294,PROD-00316,339,26,2025-09-09
STR-0294,PROD-00317,311,87,2025-09-12
STR-0295,PROD-00315,275,73,2025-09-10
STR-0295,PROD-00316,65,18,2025-09-09
STR-0295,PROD-00317,74,73,2025-09-10
STR-0296,PROD-00315,189,97,2025-09-11
STR-0296,PROD-00316,97,74,2025-09-11
STR-0296,PROD-00317,267,84,2025-09-11
STR-0297,PROD-00315,417,44,2025-07-31
STR-0297,PROD-00316,203,78,2025-07-31
STR-0297,PROD-00317,197,38,2025-07-29
STR-0298,PROD-00318,422,91,2025-09-12
STR-0298,PROD-00319,95,27,2025-09-10
STR-0298,PROD-00320,94,67,2025-09-12
STR-0298,PROD-00321,131,47,2025-09-09
STR-0299,PROD-00318,221,91,2025-09-10
STR-0299,PROD-00319,221,83,2025-09-10
STR-0299,PROD-00320,96,50,2025-09-09
STR-0299,PROD-00321,310,79,2025-09-11
STR-0300,PROD-00318,188,41,2025-09-09
